image_path,label,split
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00099.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00102.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00111.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00112.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00113.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00115.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00120.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00126.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00136.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00141.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00143.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00151.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00173.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00175.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00177.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00184.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00186.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00194.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00195.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00215.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00217.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00230.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00236.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00259.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00275.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00280.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00283.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00288.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00296.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00302.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00303.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00309.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00310.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00317.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00322.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00328.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00333.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00347.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00358.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00360.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00367.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00374.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00378.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00380.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00389.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00391.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00413.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00415.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00428.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00444.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00447.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00450.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00453.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Algal__Leaf_Algal_00459.jpg,Leaf_Algal,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00004.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00013.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00014.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00016.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00017.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00023.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00041.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00045.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00048.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00050.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00053.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00058.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00064.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00072.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00080.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00082.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00102.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00111.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00112.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00113.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00115.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00120.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00126.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00136.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00141.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00143.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00151.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00173.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00175.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00177.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00184.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00186.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00194.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00195.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00215.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00217.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00230.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00236.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00259.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00275.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00280.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00283.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00288.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00302.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00303.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00309.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00310.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00317.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00322.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00328.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00333.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00347.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00358.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00360.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00367.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00374.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00378.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00380.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00389.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00391.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00406.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00422.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00425.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00428.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00431.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Blight__Leaf_Blight_00437.jpg,Leaf_Blight,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00004.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00013.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00014.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00016.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00017.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00023.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00041.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00045.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00048.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00050.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00053.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00058.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00064.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00072.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00080.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00082.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00102.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00111.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00112.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00113.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00115.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00120.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00126.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00136.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00141.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00143.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00151.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00173.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00175.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00177.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00184.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00194.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00195.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00215.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00217.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00230.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00236.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00259.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00275.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00280.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00283.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00288.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00302.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00303.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00309.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00310.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00328.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00333.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00347.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00358.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00360.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00366.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00367.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00378.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00380.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00382.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00385.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00388.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00391.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Colletotrichum__Leaf_Colletotrichum_00397.jpg,Leaf_Colletotrichum,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00004.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00013.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00014.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00016.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00017.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00023.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00041.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00045.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00048.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00050.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00053.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00058.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00064.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00072.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00080.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00082.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00099.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00102.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00111.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00112.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00113.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00115.jpg,Leaf_Healthy,test
data/durian/mendeley_pxzvksbwnj/images/test__Leaf_Healthy__Leaf_Healthy_00120.jpg,Leaf_Healthy,test
