image_path,label,split
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_399.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_4.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_400.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_403.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_407.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_410.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_413.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_414.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_419.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_42.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_420.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_425.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_426.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_43.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_443.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_449.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_450.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_454.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_455.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_468.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_47.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_48.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_483.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_485.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_49.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_492.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_502.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_505.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_507.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_536.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_538.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_550.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_556.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_560.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_566.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_572.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_576.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_578.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_588.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_589.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_59.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_590.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_596.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_597.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_61.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_610.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_613.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_623.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_628.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_629.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_636.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_637.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_642.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_647.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_663.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_665.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_668.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_676.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_680.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_687.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_690.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_7.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_70.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_701.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_716.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_721.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_722.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_726.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_74.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_79.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_82.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_87.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_90.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_94.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALGAL_LEAF_SPOT__to_label_96.jpg,ALGAL_LEAF_SPOT,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1007.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1010.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1026.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1031.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1032.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1040.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1046.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1063.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1064.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1068.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1074.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1075.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1076.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1079.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1081.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1088.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1093.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1095.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1106.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1110.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1118.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1127.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1146.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1147.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1149.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1151.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1158.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1165.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1175.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1202.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1206.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1208.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1209.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1214.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1218.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1219.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1220.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1221.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1222.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1223.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1225.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1228.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1245.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1249.jpg,ALLOCARIDARA_ATTACK,test
data/durian/kaggle_durian_leaf_disease_dataset/images/test__ALLOCARIDARA_ATTACK__to_label_1254.jpg,ALLOCARIDARA_ATTACK,test
